http://dbpedia.org/ontology/Aircraft	__total__	aeronave	__total__	1558	1558
http://dbpedia.org/ontology/Aircraft	<http://dbpedia.org/ontology/aircraftType>	aeronave	tipo de avión	1542	1558
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/award>	agente	premio	3363	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/broadcastRepeater>	agente	transmitir repetidor	4	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/callSign>	agente	señal de identificación	633	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/chairperson>	agente	presidente	14	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/child>	agente	niño	3156	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/city>	agente	ciudad	20941	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/country>	agente	país	30220	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/deathDate>	agente	fecha muerte	27	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/deathPlace>	agente	muerte lugar	18083	134400
http://dbpedia.org/ontology/Aircraft	<http://dbpedia.org/ontology/designer>	aeronave	diseñador	392	1558
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/electionMajority>	agente	elección mayoritaria	1	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/endowment>	agente	dotación ($)	118	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/ethnicity>	agente	etnicidad	1046	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/extinctionYear>	agente	extinción años	969	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/firstAirDate>	agente	Primera fecha del aire	7	134400
http://dbpedia.org/ontology/Airline	<http://dbpedia.org/ontology/formationDate>	línea aérea	formación de fecha	1	1058
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/formationYear>	agente	formación año	5372	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/formerName>	agente	nombre anterior	286	134400
http://dbpedia.org/ontology/Airline	<http://dbpedia.org/ontology/headquarter>	línea aérea	sede	978	1058
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/instrument>	agente	instrumento	5864	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/location>	agente	ubicación	1086	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/locationCountry>	agente	ubicación del país	153	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/majorShrine>	agente	santuario principal	78	134400
http://dbpedia.org/ontology/Aircraft	<http://dbpedia.org/ontology/manufacturer>	aeronave	fabricante	1487	1558
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/membership>	agente	afiliación	65	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/nationality>	agente	nacionalidad	17212	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/number>	agente	número	12001	134400
http://dbpedia.org/ontology/Aircraft	<http://dbpedia.org/ontology/numberBuilt>	aeronave	número construida	1054	1558
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/other>	agente	otro	20	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/owningCompany>	agente	compañía propietaria	1053	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/parentOrganisation>	agente	organización matriz	228	134400
http://dbpedia.org/ontology/Aircraft	<http://dbpedia.org/ontology/picture>	aeronave	imagen	4	1558
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/plays>	agente	juega	714	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/position>	agente	posición	37551	134400
http://dbpedia.org/ontology/Aircraft	<http://dbpedia.org/ontology/predecessor>	aeronave	predecesor	598	1558
http://dbpedia.org/ontology/Aircraft	<http://dbpedia.org/ontology/programCost>	aeronave	programa de costos ($)	7	1558
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/provost>	agente	preboste	308	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/purpose>	agente	propósito	92	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/region>	agente	región	1	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/secretaryGeneral>	agente	secretario	266	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/service>	agente	servicio	202	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/serviceEndYear>	agente	servicio de fin de año	1480	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/slogan>	agente	eslogan	2336	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/sport>	agente	deporte	1300	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/subsidiary>	agente	filial	66	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/successor>	agente	sucesor	8288	134400
http://dbpedia.org/ontology/Agent	<http://dbpedia.org/ontology/team>	agente	equipo	2633	134400
http://dbpedia.org/ontology/Aircraft	<http://dbpedia.org/ontology/unitCost>	aeronave	costo unitario ($)	94	1558
http://dbpedia.org/ontology/Agent	<http://www.w3.org/2003/01/geo/wgs84_pos#lat>	agente	latitud	337	134400
http://dbpedia.org/ontology/Airline	<http://xmlns.com/foaf/0.1/homepage>	línea aérea	página principal	804	1058
http://dbpedia.org/ontology/Aircraft	<http://xmlns.com/foaf/0.1/name>	aeronave	nombre	1558	1558
http://dbpedia.org/ontology/Agent	<http://xmlns.com/foaf/0.1/nick>	agente	mella	15685	134400
http://dbpedia.org/ontology/Airline	__total__	línea aérea	__total__	1058	1058
http://dbpedia.org/ontology/Airline	<http://dbpedia.org/ontology/thumbnail>	línea aérea	None	2	1058
http://dbpedia.org/ontology/Album	__total__	álbum	__total__	15939	15939
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/title>	álbum	título	15924	15939
http://dbpedia.org/ontology/Ambassador	__total__	embajador	__total__	0	0
http://dbpedia.org/ontology/AmericanFootballLeague	__total__	American Football League	__total__	0	0
http://dbpedia.org/ontology/AmericanFootballPlayer	__total__	Jugador de fútbol americano	__total__	0	0
http://dbpedia.org/ontology/AmericanFootballTeam	__total__	equipo de fútbol americano	__total__	0	0
http://dbpedia.org/ontology/Amphibian	__total__	anfibio	__total__	0	0
http://dbpedia.org/ontology/AnatomicalStructure	__total__	estructura anatómica	__total__	191	191
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/commune>	estructura arquitectónica	None	810	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/territory>	estructura arquitectónica	territorio	29	29780
http://dbpedia.org/ontology/Airline	<http://dbpedia.org/ontology/alliance>	línea aérea	alianza	138	1058
http://dbpedia.org/ontology/AnatomicalStructure	<http://dbpedia.org/ontology/artery>	estructura anatómica	arteria	51	191
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/artist>	álbum	artista	6553	15939
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/band>	álbum	banda	9019	15939
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/collection>	estructura arquitectónica	colección	77	29780
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/compiler>	álbum	compilador	55	15939
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/country>	estructura arquitectónica	país	16289	29780
http://dbpedia.org/ontology/Airline	<http://dbpedia.org/ontology/destination>	línea aérea	destino	31	1058
http://dbpedia.org/ontology/AnatomicalStructure	<http://dbpedia.org/ontology/drainsFrom>	estructura anatómica	tuberías de desagüe de	24	191
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/event>	estructura arquitectónica	evento	725	29780
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/format>	álbum	formato	559	15939
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/formerName>	estructura arquitectónica	nombre anterior	329	29780
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/formerTeam>	atleta	ex equipo	2751	37264
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/foundedBy>	estructura arquitectónica	fundada por	24	29780
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/genre>	álbum	género	15111	15939
http://dbpedia.org/ontology/AnatomicalStructure	<http://dbpedia.org/ontology/grayPage>	estructura anatómica	Página Gray	3	191
http://dbpedia.org/ontology/AnatomicalStructure	<http://dbpedia.org/ontology/graySubject>	estructura anatómica	Sujeto Gray	3	191
http://dbpedia.org/ontology/Airline	<http://dbpedia.org/ontology/hubAirport>	línea aérea	centro de aeropuerto	922	1058
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/icaoLocationIdentifier>	estructura arquitectónica	OACI identificador de ubicación	1800	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/language>	estructura arquitectónica	idioma	19	29780
http://dbpedia.org/ontology/AnatomicalStructure	<http://dbpedia.org/ontology/meshName>	estructura anatómica	MeSH nombre	7	191
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/openingDate>	estructura arquitectónica	la fecha de apertura	9	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/openingYear>	estructura arquitectónica	año de apertura	4085	29780
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/picture>	álbum	imagen	2	15939
http://dbpedia.org/ontology/AnatomicalStructure	<http://dbpedia.org/ontology/precursor>	estructura anatómica	precursor	4	191
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/previousWork>	álbum	trabajo previo	12219	15939
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/producer>	álbum	productor	8575	15939
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/province>	estructura arquitectónica	provincia	3720	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/railwayPlatforms>	estructura arquitectónica	andenes	3720	29780
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/recordDate>	álbum	fecha de registro	22	15939
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/recordLabel>	álbum	sello discográfico	12081	15939
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/releaseDate>	álbum	fecha de lanzamiento	115	15939
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/review>	álbum	revisar	5704	15939
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/routeEnd>	estructura arquitectónica	ruta final	10	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/routeNumber>	estructura arquitectónica	número de ruta	14606	29780
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/runtime>	álbum	runtime (s)	10745	15939
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/subsequentWork>	álbum	trabajo subsiguiente	12365	15939
http://dbpedia.org/ontology/Album	<http://dbpedia.org/ontology/type>	álbum	tipo	12065	15939
http://dbpedia.org/ontology/ArchitecturalStructure	<http://www.w3.org/2003/01/geo/wgs84_pos#long>	estructura arquitectónica	longitud	494	29780
http://dbpedia.org/ontology/Airline	<http://xmlns.com/foaf/0.1/name>	línea aérea	nombre	1014	1058
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/wikiPageWikiLink>	estructura arquitectónica	None	2832	29780
http://dbpedia.org/ontology/ArchitecturalStructure	__total__	estructura arquitectónica	__total__	29780	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/annualTemperature>	estructura arquitectónica	None	9	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/thumbnail>	estructura arquitectónica	None	10	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/architect>	estructura arquitectónica	arquitecto	668	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/area>	estructura arquitectónica	(m2)	1291	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/builder>	estructura arquitectónica	constructor	2	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/city>	estructura arquitectónica	ciudad	999	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/closingYear>	estructura arquitectónica	el cierre de año	426	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/code>	estructura arquitectónica	código	1106	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/commander>	estructura arquitectónica	comandante	76	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/curator>	estructura arquitectónica	curador	1	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/director>	estructura arquitectónica	director	88	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/fareZone>	estructura arquitectónica	tarifa zona	1110	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/floorArea>	estructura arquitectónica	Superficie (m2)	16	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/floorCount>	estructura arquitectónica	piso cuenta	53	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/foundingDate>	estructura arquitectónica	fecha de fundación	7	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/isHandicappedAccessible>	estructura arquitectónica	es accesible a discapacitados	60	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/location>	estructura arquitectónica	ubicación	3493	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/longName>	estructura arquitectónica	LongName	216	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/network>	estructura arquitectónica	red	96	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/numberOfPlatformLevels>	estructura arquitectónica	número de niveles de la plataforma	24	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/numberOfRooms>	estructura arquitectónica	número de habitaciones	73	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/numberOfSuites>	estructura arquitectónica	número de suites	27	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/operator>	estructura arquitectónica	operador	3134	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/otherServingLines>	estructura arquitectónica	otras líneas de servicio	216	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/owner>	estructura arquitectónica	propietario	2472	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/owningOrganisation>	estructura arquitectónica	ser dueño de organización	1395	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/passengersPerYear>	estructura arquitectónica	de pasajeros al año	861	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/president>	estructura arquitectónica	presidente	6	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/previousInfrastructure>	estructura arquitectónica	infraestructura anterior	4054	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/routeJunction>	estructura arquitectónica	ruta cruce	764	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/routeStart>	estructura arquitectónica	ruta de inicio	5	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/runwaySurface>	estructura arquitectónica	superficie de la pista	2	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/seatingCapacity>	estructura arquitectónica	número de plazas	1702	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/service>	estructura arquitectónica	servicio	86	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/servingRailwayLine>	estructura arquitectónica	sirviendo línea ferroviaria	3417	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/subsequentInfrastructure>	estructura arquitectónica	infraestructura posterior	4139	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/team>	estructura arquitectónica	equipo	275	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://dbpedia.org/ontology/type>	estructura arquitectónica	tipo	190	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://www.georss.org/georss/point>	estructura arquitectónica	punto	494	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	estructura arquitectónica	tipo	494	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://www.w3.org/2003/01/geo/wgs84_pos#lat>	estructura arquitectónica	latitud	494	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://xmlns.com/foaf/0.1/homepage>	estructura arquitectónica	página principal	1451	29780
http://dbpedia.org/ontology/ArchitecturalStructure	<http://xmlns.com/foaf/0.1/name>	estructura arquitectónica	nombre	14091	29780
http://dbpedia.org/ontology/Arena	__total__	arena	__total__	0	0
http://dbpedia.org/ontology/Artery	__total__	arteria	__total__	94	94
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/academyAward>	artista	None	387	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/grammyAward>	artista	None	6	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/emmyAward>	artista	None	210	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/eyeColor>	artista	None	21	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/goldenGlobeAward>	artista	None	431	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/hairColor>	artista	None	29	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/goyaAward>	artista	None	147	38643
http://dbpedia.org/ontology/Artwork	<http://xmlns.com/foaf/0.1/depiction>	obras de arte	None	2	1504
http://dbpedia.org/ontology/Artwork	<http://dbpedia.org/ontology/style>	obras de arte	estilo	1328	1504
http://dbpedia.org/ontology/Artwork	<http://dbpedia.org/ontology/creationYear>	obras de arte	None	1357	1504
http://dbpedia.org/ontology/Artwork	__total__	obras de arte	__total__	1504	1504
http://dbpedia.org/ontology/Artwork	<http://dbpedia.org/ontology/technique>	obras de arte	técnica	1357	1504
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/activeYearsStartYear>	artista	años de actividad comenzará el año	14927	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/alias>	artista	alias	5278	38643
http://dbpedia.org/ontology/Artwork	<http://dbpedia.org/ontology/author>	obras de arte	autor	1183	1504
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/award>	artista	premio	1939	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/background>	artista	fondo	14536	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/bandMember>	artista	miembro de la banda	4339	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/birthDate>	artista	fecha de nacimiento	28	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/birthName>	artista	nombre de nacimiento	11328	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/birthPlace>	artista	lugar de nacimiento	19589	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/child>	artista	niño	583	38643
http://dbpedia.org/ontology/Artwork	<http://dbpedia.org/ontology/city>	obras de arte	ciudad	1255	1504
http://dbpedia.org/ontology/Artwork	<http://dbpedia.org/ontology/country>	obras de arte	país	1052	1504
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/deathDate>	artista	fecha muerte	10	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/education>	artista	educación	552	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/ethnicity>	artista	etnicidad	424	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/formerBandMember>	artista	ex miembro de la banda	1343	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/genre>	artista	género	16812	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/height>	artista	altura (μ)	266	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/hometown>	artista	casa de la ciudad	13884	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/influenced>	artista	influenciado	142	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/influencedBy>	artista	influenciado por	464	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/instrument>	artista	instrumento	5864	38643
http://dbpedia.org/ontology/Artwork	<http://dbpedia.org/ontology/location>	obras de arte	ubicación	850	1504
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/movement>	artista	movimiento	626	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/nationality>	artista	nacionalidad	5111	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/notableWork>	artista	trabajo notable	410	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/number>	artista	número	529	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/occupation>	artista	ocupación	12013	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/partner>	artista	socio	752	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/picture>	artista	imagen	120	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/pseudonym>	artista	seudónimo	669	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/recordLabel>	artista	sello discográfico	7832	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/related>	artista	relacionados	7894	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/residence>	artista	residencia	233	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/spouse>	artista	cónyuge	1895	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/status>	artista	estado	1749	38643
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/university>	atleta	universidad	3116	37264
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/voiceType>	artista	Tipo de voz	494	38643
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/weight>	artista	peso (g)	121	38643
http://dbpedia.org/ontology/Artwork	<http://dbpedia.org/ontology/width>	obras de arte	ancho (μ)	1332	1504
http://dbpedia.org/ontology/Artist	<http://dbpedia.org/ontology/year>	artista	año	102	38643
http://dbpedia.org/ontology/Artist	<http://xmlns.com/foaf/0.1/givenName>	artista	nombre que se da	6878	38643
http://dbpedia.org/ontology/Artist	<http://xmlns.com/foaf/0.1/homepage>	artista	página principal	11794	38643
http://dbpedia.org/ontology/Artist	<http://xmlns.com/foaf/0.1/name>	artista	nombre	28656	38643
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/thumbnail>	atleta	None	7	37264
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/club>	atleta	None	13219	37264
http://dbpedia.org/ontology/Athlete	__total__	atleta	__total__	37264	37264
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/nationalTeam>	atleta	None	1145	37264
http://dbpedia.org/ontology/AustralianFootballLeague	__total__	Australian Football League	__total__	0	0
http://dbpedia.org/ontology/AutomobileEngine	__total__	arranque del motor	__total__	9	9
http://dbpedia.org/ontology/BadmintonPlayer	__total__	jugador de bádminton	__total__	0	0
http://dbpedia.org/ontology/BaseballTeam	<http://dbpedia.org/ontology/foundingYear>	equipo de béisbol	año de fundación	101	132
http://dbpedia.org/ontology/BaseballTeam	__total__	equipo de béisbol	__total__	132	132
http://dbpedia.org/ontology/Biomolecule	__total__	Biomolécula	__total__	1052	1052
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/activeYearsStartDate>	atleta	años de actividad la fecha de inicio	1	37264
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/alias>	atleta	alias	28	37264
http://dbpedia.org/ontology/Biomolecule	<http://dbpedia.org/ontology/arm>	Biomolécula	brazo	972	1052
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/award>	atleta	premio	5	37264
http://dbpedia.org/ontology/Biomolecule	<http://dbpedia.org/ontology/band>	Biomolécula	banda	969	1052
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/birthDate>	atleta	fecha de nacimiento	5	37264
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/birthPlace>	atleta	lugar de nacimiento	6849	37264
http://dbpedia.org/ontology/BaseballTeam	<http://dbpedia.org/ontology/capacity>	equipo de béisbol	capacidad	87	132
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/careerPrizeMoney>	atleta	carrera premio ($)	656	37264
http://dbpedia.org/ontology/Biomolecule	<http://dbpedia.org/ontology/casNumber>	Biomolécula	Número del CAS	4	1052
http://dbpedia.org/ontology/Biomolecule	<http://dbpedia.org/ontology/chromosome>	Biomolécula	cromosoma	987	1052
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/city>	atleta	ciudad	18338	37264
http://dbpedia.org/ontology/AutomobileEngine	<http://dbpedia.org/ontology/configuration>	arranque del motor	configuración	9	9
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/country>	atleta	país	23120	37264
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/deathDate>	atleta	fecha muerte	2	37264
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/deathPlace>	atleta	muerte lugar	449	37264
http://dbpedia.org/ontology/AutomobileEngine	<http://dbpedia.org/ontology/displacement>	arranque del motor	desplazamiento (³ μ)	8	9
http://dbpedia.org/ontology/Biomolecule	<http://dbpedia.org/ontology/drugbank>	Biomolécula	DrugBank	1	1052
http://dbpedia.org/ontology/Biomolecule	<http://dbpedia.org/ontology/ecNumber>	Biomolécula	Número CE	324	1052
http://dbpedia.org/ontology/Biomolecule	<http://dbpedia.org/ontology/entrezgene>	Biomolécula	EntrezGene	1023	1052
http://dbpedia.org/ontology/Biomolecule	<http://dbpedia.org/ontology/hgncid>	Biomolécula	HGNCid	1018	1052
http://dbpedia.org/ontology/BaseballTeam	<http://dbpedia.org/ontology/homeArena>	equipo de béisbol	casa arena	122	132
http://dbpedia.org/ontology/BaseballTeam	<http://dbpedia.org/ontology/homeStadium>	equipo de béisbol	casa estadio	122	132
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/league>	atleta	liga	3752	37264
http://dbpedia.org/ontology/BaseballTeam	<http://dbpedia.org/ontology/manager>	equipo de béisbol	gerente	39	132
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/nationality>	atleta	nacionalidad	1042	37264
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/number>	atleta	número	11472	37264
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/occupation>	atleta	ocupación	48	37264
http://dbpedia.org/ontology/Athlete	<http://dbpedia.org/ontology/partner>	atleta	socio	1	37264
http://dbpedia.org/ontology/Biomolecule	<http://dbpedia.org/ontology/pdb>	Biomolécula	AP	273	1052
